d_sense_max,epsilon,t_react,v_ship,v_obj,d_init,N_samples,bias_angle,time_interval,ship_types,ship_counts,collision_probability
1179.4268655200108,22.643815637239612,18.18418612445854,11.221526393778428,6.064034492613815,2541.6925561818916,1824,63.62925385336601,6.89964684179311,"[100, 200]","[1, 4]",0.0
1362.392026264047,90.52960686823552,19.487510070347604,7.522944584887394,3.062182198313164,1083.0594572150228,1936,71.19450864286479,3.1939215811094868,"[100, 200]","[3, 4]",0.0
535.307156851096,91.51298232142597,17.41996128321351,15.572465209933753,3.047655431113375,2699.1387137003085,608,23.45059496640589,4.353383666951871,"[100, 200]","[1, 4]",0.0
585.2980871203683,62.5994627419714,6.401639987919643,17.711496655127114,4.0556031250730955,2943.319579736098,1775,80.55800307158107,8.548467964986877,"[100, 200]","[4, 1]",0.0
1156.6373535061462,49.614571684846574,16.123321893937906,11.507699691172526,9.812328298169692,1189.3538506675532,876,83.25550248776565,5.979857693592883,"[100, 200]","[2, 2]",0.0
843.4655655407903,27.97657234587262,15.0493000537126,16.506926058875706,7.572822511999247,2080.4193103687057,1059,39.80401545085143,7.9049259871443915,"[100, 200]","[4, 3]",0.0
938.7043312427217,68.0311701352737,17.34681850192773,17.541454140713135,6.158174494308525,2372.9722606469363,1004,65.1198901760557,9.75116052030702,"[100, 200]","[3, 1]",0.0
1344.1832058942255,85.20617516004792,19.037839735551376,12.222622586174369,7.4532183441005335,2164.07813265849,1081,32.15995032095798,9.259788128087056,"[100, 200]","[1, 4]",0.0
1199.826157124453,41.30111086920166,16.09373286888445,19.29019607465279,9.839465410527723,1129.1702187426677,1545,5.755792942795537,9.950234012829295,"[100, 200]","[1, 4]",0.30660311408575175
1127.719584167022,65.03037284301811,8.190156036742703,11.024943691043257,7.906812432447415,2222.4591501065806,914,30.15157191804993,8.034076098097291,"[100, 200]","[4, 1]",0.0
637.0359025863404,28.692175478854487,14.646049492966311,16.529372037310377,9.328023743774319,2826.1967519548625,1737,3.3961419147295437,9.256651341880382,"[100, 200]","[2, 1]",0.3834573261806986
511.511602693516,56.763061411430265,12.890140722908868,6.862939456603408,9.368960308994442,2863.27916245694,1152,52.643729378517186,8.59334406434413,"[100, 200]","[3, 2]",0.0
1218.0387167319846,76.15992448341709,12.267015475880486,16.27933639411338,5.242237603396045,2236.037151562028,1071,67.97853255080551,9.493198933915535,"[100, 200]","[2, 3]",0.0
1308.8095152936799,88.53851883540634,16.766608264701254,10.509373960329636,6.340738831154545,1358.644464754954,1034,63.1748774219532,8.946560619122454,"[100, 200]","[3, 1]",0.0
940.6113574589469,40.393917732516876,8.751910816064068,14.585350503073705,2.8658803830863766,2982.9109824557972,1440,23.343278988704746,9.492397167770866,"[100, 200]","[1, 3]",0.0
540.0466866781546,52.671407885729444,14.778295275821772,15.579175472350503,8.284527384639844,1586.5842391098372,1034,4.05277097331023,2.6875632462057606,"[100, 200]","[4, 3]",0.36204993878417047
1136.3581953734347,55.422186049445365,6.6984735227723124,7.976148451067413,2.1035539747440586,2593.840603197379,689,4.545699176026864,4.955994084190785,"[100, 200]","[2, 3]",0.3321396466988452
615.3833858338415,95.27158485592949,18.779920012671766,7.877011843113866,4.693430641608748,2687.9292998717074,1519,15.528233485060694,7.289444856897691,"[100, 200]","[2, 4]",0.038135717337325244
1340.4239651656571,35.03132920085295,19.263250525723127,11.777856886247033,5.1247509070272415,1097.3511659403162,1284,59.95043499252086,9.078335144986168,"[100, 200]","[3, 2]",0.0
924.6140512700845,20.07077151356448,8.313020171881798,17.988089957033196,3.0765217706123202,2466.6855092341193,920,28.859346237187243,1.055320796976139,"[100, 200]","[3, 1]",0.0
706.3265294935632,93.14830913050687,10.581652458525712,10.860379864845317,9.889906316881257,1942.160114953228,1454,58.36173731665466,3.96268646681008,"[100, 200]","[2, 3]",0.0
1089.2113966199838,81.67758199649248,16.48769057600729,7.000369500304508,6.959046714731085,2041.812413189923,1360,34.93531643132438,2.052116689106084,"[100, 200]","[3, 4]",0.0
840.2799744970209,61.58088366421331,7.06311737492938,19.95403860559788,6.041158841013697,1822.8977325127626,1045,7.143663081818885,5.507245115468841,"[100, 200]","[2, 1]",0.2625761966956831
1108.7252897142957,52.04530049452306,11.00318718625038,8.65679415848496,6.048092177749376,1202.8332509081267,1662,39.81782974154098,9.248459327522053,"[100, 200]","[4, 1]",0.0
1391.0419723331338,92.32283343370457,19.34625091380024,15.00671757189721,6.38539135483271,2276.6238543435584,1091,51.33504375855872,2.10451499699429,"[100, 200]","[1, 1]",0.0
1467.8689268740472,66.83156863722871,13.57637009009759,12.113158517631462,7.498605265006207,1659.651161420782,1685,47.289724938091595,7.908100691294929,"[100, 200]","[3, 2]",0.0
787.1058907474294,80.45065819342494,12.714216129383217,18.007537268926576,2.3616034791220466,1730.1585445703022,935,76.36427779281641,4.8626447138000835,"[100, 200]","[1, 1]",0.0
581.8255792368387,55.513186740483754,16.497749862577734,10.032897741906783,9.286676196744935,2102.2381385331287,1488,49.1159882239875,7.394664765111599,"[100, 200]","[2, 4]",0.0
1256.7640437226046,84.85244453475471,19.01734849614604,14.92365973916062,4.629525980228871,2759.348751737651,1976,9.62474776603649,9.486088529373816,"[100, 200]","[2, 3]",0.1699592515833282
917.4427068501292,22.74663543716459,12.758949306198566,16.252765055432732,2.0554154252061396,1119.7255731624994,531,53.06705265881549,9.294791705201023,"[100, 200]","[3, 1]",0.0
770.3945528764675,23.820695409422914,5.040005574176105,17.878579559735766,8.710309405276114,1916.300628776836,1044,75.96253540493137,9.068189937175207,"[100, 200]","[1, 2]",0.0
971.5467278807354,94.19143492330124,8.224170398058469,14.156766789688001,2.9375803370638067,1457.2470947066383,530,65.03896311672617,5.3242638689601005,"[100, 200]","[3, 1]",0.0
883.55843125093,27.61842997017591,6.471034520275673,14.302263255872319,6.089610228761595,1143.2930556895042,1621,76.69448397891834,7.481358801910963,"[100, 200]","[4, 3]",0.0
747.0968227962898,70.61897855550258,15.189007387825992,17.563647782148266,9.477001731049077,1802.5793244675729,603,76.40932982377356,8.114404615864604,"[100, 200]","[4, 1]",0.0
614.4347924107905,97.52601350529208,8.549969342984875,7.870595333766095,8.05591398452647,1664.4134541256492,690,76.99005173933382,1.354231571886852,"[100, 200]","[3, 4]",0.0
1244.5733970438803,60.993404745175674,10.792370422186785,16.788173351054983,3.3978204205219766,1266.8628398812084,710,36.41815300150429,2.46552042148325,"[100, 200]","[4, 1]",0.0
1194.896466025966,98.13391427150816,7.491181546335492,12.418064427428726,7.250884608484206,1949.2239918293906,626,80.69773094922013,8.109434297241751,"[100, 200]","[1, 3]",0.0
1021.5732128753775,92.27331509374999,7.993459189820308,6.969020048437946,4.488001502697868,2310.003488015759,1997,64.13415238743963,5.293042211957277,"[100, 200]","[3, 2]",0.0
1105.7616875417757,34.20065433948053,12.794604189348298,19.63968931173369,3.7649547923380906,2810.180672299215,1941,41.39193714058996,1.2772138598934344,"[100, 200]","[2, 2]",0.0
1176.3270252718582,33.36669272063407,6.508603972128306,12.591465112806592,4.213646385835222,2611.774480856883,1508,45.64573557168839,8.82154386430447,"[100, 200]","[1, 3]",0.0
1210.798076337691,91.82008866777201,15.446957149569366,5.0874332942441365,6.514597020829564,2148.9732521499045,1872,68.39500854583258,4.961122897360329,"[100, 200]","[3, 1]",0.0
987.3351262882597,22.116342578372983,10.377041955133613,19.092425223743515,3.405728918211252,1242.507570187985,1924,80.69176763893002,3.2216072385009973,"[100, 200]","[1, 3]",0.0
782.1814433143684,90.1387591873233,7.257119720323841,9.867856969315113,7.77547466571187,1834.9102934301511,1125,21.891012770660158,7.5137434310992335,"[100, 200]","[2, 4]",0.0
568.0704295344314,25.15622670468442,12.453610470054358,19.482003118386032,5.414838483331481,2990.5694887528293,1464,68.09661475182978,8.98910171350391,"[100, 200]","[1, 3]",0.0
972.1294010214397,40.84640084650498,16.56344534275872,14.52508053235928,5.198018422324732,2048.5936273776906,1763,10.730634948790886,5.796748518469747,"[100, 200]","[4, 3]",0.1373962910123217
544.0152539931844,58.48952657799086,9.308795455062196,18.018251822498108,9.614823451645782,1759.3653816826863,1251,6.324493562471266,7.068153178700815,"[100, 200]","[3, 2]",0.27724247461680696
591.0013807809652,78.9756013014246,9.296626987702611,18.11505456514626,7.96113969278615,2888.484628987626,1939,70.16272438152046,4.979624199111463,"[100, 200]","[4, 4]",0.0
1412.833021029403,37.27391296021815,8.934081711246314,17.954922793529796,6.242434273394845,2643.133403189989,572,15.734368363424613,3.2526225527897847,"[100, 200]","[3, 2]",0.034624838340429946
1472.067151431509,80.39430628225763,19.6181180684596,17.49358660425043,9.786088270322386,2957.6971165018713,1394,19.090094611214685,5.730800440312972,"[100, 200]","[1, 2]",0.010175231992778472
865.628917561289,60.489741375393194,17.892044118085657,13.886945475359465,9.053172900757627,2899.5698426336817,639,61.2554343901997,9.38960346660695,"[100, 200]","[2, 4]",0.0
1178.916499739588,44.82019384603152,15.444386449239577,8.19658610728438,4.192357987477208,2263.7796351204624,779,20.832758923404903,5.355364197100362,"[100, 200]","[4, 1]",0.005920082728591379
1110.7333588531424,32.21287860519051,9.466048185764578,5.951874682983433,8.589779246322617,1954.917562742789,1050,7.136572670285,2.100833436967269,"[100, 200]","[4, 4]",0.23675765149784514
1253.6045641890628,64.03722766119748,6.372245135582282,19.358215959888657,6.236456204856643,1722.286223467279,1904,10.810987857886857,7.108086735929596,"[100, 200]","[3, 3]",0.13541488465666085
1234.605453698055,88.1821388071182,16.633188456508783,11.341906236474383,7.87477271076464,1775.0523124431434,1708,51.95777554996219,7.227159453148746,"[100, 200]","[1, 2]",0.0
715.9097852717455,54.06470407052494,10.497076927690852,9.47984220696749,8.860327315302378,2317.2663974403476,860,53.52531524446056,2.220178547917173,"[100, 200]","[2, 1]",0.0
1486.904971548488,34.25151988165371,6.493548642481148,17.99739441299168,6.005727324449934,1027.25389369777,1931,67.64032469224531,8.276255228467505,"[100, 200]","[4, 2]",0.0
571.9701494070205,37.948749173428595,13.466259035532765,16.84829950144296,4.533349122537139,2824.0440087314587,1022,37.301802510535296,2.8903448240432805,"[100, 200]","[3, 2]",0.0
863.8887043056102,42.745922225161564,11.444834756549394,15.636865625251787,9.810304417842111,1423.1593477845431,1260,70.34121745991695,8.69484304066915,"[100, 200]","[2, 2]",0.0
621.6570197727253,21.65841462210799,14.184198734439,18.67799616189307,6.142454384086067,1282.5987739881784,539,25.110208942188642,3.736672653642933,"[100, 200]","[3, 1]",0.0
1336.084787184856,20.010925439566385,19.50974371107212,13.773065703905086,7.255548777132619,2036.945797643487,1512,46.31816334934295,5.08732433600485,"[100, 200]","[4, 3]",0.0
1373.5027027179028,94.18885348327534,15.942619906646462,19.655953919157284,4.694693140504756,1951.1612389290856,1463,63.91774775631078,6.376900476773111,"[100, 200]","[3, 1]",0.0
844.0852247033997,82.27221962870603,16.681151572530695,16.09143776253984,7.773917004312292,2335.8568269363395,1234,18.524630084567583,6.107384146850726,"[100, 200]","[4, 3]",0.015447104764900979
823.015181242944,54.030261582001906,7.747373926692148,15.792913418356168,2.1466558322319473,2702.1626997567287,1736,71.70043347639795,2.741641698965643,"[100, 200]","[2, 2]",0.0
1446.602021457084,54.57306746730492,5.397789733083373,10.072128920312739,6.274581442621232,1577.5471700697863,1703,44.79218695221766,1.6144198756886872,"[100, 200]","[4, 1]",0.0
1388.056939105658,40.7843427185086,8.896818951620748,17.92688720557063,3.573884856282417,2741.0299025322493,1327,89.6711459661742,9.77553069168668,"[100, 200]","[1, 4]",0.0
1078.1642457244961,58.57073148553305,17.561177125966907,16.692967281911827,4.41967468960866,1088.3607318531385,1771,78.92512529563955,5.718530112698125,"[100, 200]","[2, 3]",0.0
691.778058059869,50.78681127586578,18.27049324259707,5.558581600664867,2.7124250720432146,2328.2680554697554,985,65.63862781611486,3.823910399583689,"[100, 200]","[3, 3]",0.0
1387.8561989112566,32.41234453657013,16.514088386293544,7.171132850816724,4.507720466302103,1000.0715236182847,1226,37.98119430938924,2.2119777276695753,"[100, 200]","[4, 1]",0.0
1027.904522088203,64.32950975461415,18.362412560899386,12.509322943017281,8.229460293110295,1808.0693845104315,1780,13.726955464925092,6.410860825228795,"[100, 200]","[4, 4]",0.0623749605892732
806.3505337514232,48.579913073450584,12.010088716454094,12.218228871703337,7.380757494648562,1761.6108726079383,705,71.9519714295617,2.0262423358718404,"[100, 200]","[1, 3]",0.0
583.5177814764368,64.76749821363575,11.295506701199432,15.765222236405917,5.178251124254666,1737.5786587578275,1767,65.70689360201408,4.496249185006667,"[100, 200]","[2, 1]",0.0
741.8504811089524,48.827964517355085,13.3341185471745,15.217419168648416,2.344195974247465,2658.00606853497,1408,26.780762760887754,9.28672915282235,"[100, 200]","[2, 1]",0.0
765.391561197966,46.31254545028146,8.939918960099371,11.869846766948925,8.641243523622034,1760.81858370697,737,8.190334561636533,5.923411546197992,"[100, 200]","[2, 2]",0.23560276975832395
863.3992712430768,36.2292787660121,8.868282014647914,15.165817388030005,3.4302381727346782,1258.8765800441718,1066,22.570721143972136,3.083667934686924,"[100, 200]","[3, 2]",0.0007028735052734476
1254.6026361971876,22.667823861525676,12.07921496820478,19.264614982323213,2.4998142518540627,2554.169255495468,1392,14.24918027086434,3.0000123285593405,"[100, 200]","[2, 3]",0.04897924767966359
1467.3940294169292,34.93058014394005,5.332166989870354,15.721552431509565,4.232608052275402,2670.9656734221735,1680,50.98305423757703,3.1033965331280142,"[100, 200]","[2, 4]",0.0
1168.077217928469,74.3430759269225,17.608489244488506,17.135878022237538,3.5761129727730703,2448.465859754868,1720,27.9043335041452,6.380459404048493,"[100, 200]","[1, 3]",0.0
598.4591234521462,66.64838806619655,6.847625935023315,10.345721974896787,4.750455888711053,2134.8611977989194,1493,38.57084944401739,4.014816683759676,"[100, 200]","[3, 3]",0.0
666.5931469071073,42.618780127974944,17.01812748766386,7.147919490119601,2.1538260421217004,2731.7330342182318,543,29.890004231420296,9.743007901288133,"[100, 200]","[1, 2]",0.0
836.6347375945973,47.43239632780109,17.650515179019653,11.029416071032706,6.864573456036975,2323.97439643484,1748,65.94875921189082,2.618655293317548,"[100, 200]","[3, 4]",0.0
884.1404124685314,21.887073586315438,19.301684030094627,6.209819478312207,8.716400237857705,1775.0288832921312,1598,9.862930668283859,3.9359688364672514,"[100, 200]","[1, 3]",0.16605842204848575
772.7034500661537,91.98919078556179,18.501767899695984,7.883331976026462,4.822083263032996,2188.5701757325955,917,75.47755803055696,3.5587410543597846,"[100, 200]","[1, 2]",0.0
1358.0848976694108,93.4621819960561,16.50397179843739,12.346216142743906,3.514049656236099,1804.4633009963245,579,89.55834193873493,7.447747369865519,"[100, 200]","[4, 2]",0.0
1473.4262210850231,67.05829094876182,12.403058110700234,19.53859670548261,5.43096864830363,1702.3388467483069,1883,78.23686328608794,4.576631117955058,"[100, 200]","[1, 1]",0.0
520.3788175826277,58.45128722386641,19.0083453503348,5.636487633012321,3.456506073979064,2862.0321530100537,1321,70.96142729191992,6.892719713710284,"[100, 200]","[4, 1]",0.0
584.4461100851047,38.215351235863594,14.746700082638059,12.497337082619474,3.7284719120231626,1425.5048557723094,1661,12.936091556633919,3.675957134322845,"[100, 200]","[2, 2]",0.08609737006786088
993.0109921892713,65.55021895336239,6.208684749812857,14.756342268158274,7.4741938439683375,1433.2278425433697,988,17.861463156162667,7.587604771129341,"[100, 200]","[2, 3]",0.013793481364671852
1070.8484383131688,23.88771187101777,18.80101745375221,17.806634041006674,5.621592038505219,2867.6850797037305,1297,89.32533981613653,7.097455717213062,"[100, 200]","[2, 3]",0.0
1345.8489407966658,65.10879634555889,5.03516794112315,15.890631247740782,7.3142337298118285,2022.2205785813753,1068,31.75445413721344,1.0545727597124384,"[100, 200]","[2, 4]",0.0
1192.2976961684003,54.95081855672882,12.78024276484239,15.032212685038102,8.969602560159304,2864.888553384414,564,13.599820891898768,7.106389444244182,"[100, 200]","[2, 1]",0.06624092954285503
1281.5399274076444,81.7896443803662,19.168275341211555,8.963576629893335,7.627684456753952,1852.5369292031144,1792,7.737876829056349,4.391515512214058,"[100, 200]","[2, 3]",0.23770279920291174
531.183224915244,46.4477385020154,8.162464868438974,14.201175587298458,3.682797131814225,2003.149179479742,593,86.32187805672244,5.411933177597789,"[100, 200]","[3, 1]",0.0
1318.500502007471,83.18066851461097,15.568748594944694,18.677007811784378,2.8110410905226857,1085.5744857964464,779,31.311140688641295,2.6962059214438305,"[100, 200]","[2, 4]",0.0
651.8748784039813,37.81748102087902,10.05961349518262,18.472086458743036,8.834003057331437,1754.5906826224186,1278,60.414406409326425,1.9725517719036691,"[100, 200]","[1, 4]",0.0
1039.9216262474438,21.658381144038692,5.985824326434292,14.532106420074356,6.081683040118895,1574.119936798369,1046,67.27892976160271,7.16944457734848,"[100, 200]","[4, 1]",0.0
1140.1984812906476,82.52923377067637,7.641914176228594,16.294587509815486,2.4802476553400883,2212.6532296773867,556,75.04454605473894,5.22868860854849,"[100, 200]","[3, 4]",0.0
584.2944657085143,34.56331749595463,9.83565682985017,14.315778187093104,4.36444548767433,2583.90983764497,1328,15.52609347613194,4.062622452069642,"[100, 200]","[4, 2]",0.025549183206821112
1489.5918877083645,32.91439638996011,11.99948325985092,7.76008178395522,2.4487782271850165,1409.8966967906547,1248,26.01581936115612,2.6684925296666977,"[100, 200]","[2, 3]",0.0
1454.6977836085925,24.750905818573976,16.103195677405775,9.829019698941622,4.358723450452404,2313.7407281340656,1591,24.54465139090259,6.108170966360671,"[100, 200]","[4, 2]",0.0
1125.021987210529,86.11784703260022,17.20501002497386,6.916071931187801,9.085269062152857,1316.4130717671833,1353,14.427112451622563,1.090144813432044,"[100, 200]","[4, 1]",0.046547612993594376
770.2866412095348,40.47466153662561,18.27968082091441,6.865775823578098,7.669473262402418,2787.409429780132,1049,62.17990292150724,8.533788138929792,"[100, 200]","[2, 4]",0.0
675.3760102773697,55.292891143904406,16.586749264570955,15.894972880666208,3.9589778703154828,1995.7938280211797,1004,14.052478748069229,6.297013853751133,"[100, 200]","[3, 3]",0.0613621050152867
1109.5129307686498,42.11554773014528,10.853868344980459,17.50964582318821,8.275021831504011,1957.7460188099785,830,0.5784624682740858,3.9592872326144666,"[100, 200]","[2, 3]",0.48603953917203846
838.7925197649372,23.185160343539806,13.018324328385185,8.16905243206303,6.215937110176668,2538.892234920312,1963,7.352467418784201,3.539918250006284,"[100, 200]","[4, 1]",0.24608425576527995
898.4036625217063,20.27594051511751,18.289468226231836,19.751216526822027,6.850407423154139,2840.4460404883457,1618,72.78829491161453,2.4182531652520662,"[100, 200]","[2, 3]",0.0
534.7097416185322,72.35986600253732,8.66777316695011,17.65420177329414,9.631496988436883,2091.1427259940383,1307,48.401272783014385,9.264165446124052,"[100, 200]","[3, 1]",0.0
679.4541450258548,66.68527073367056,19.420731410117853,17.46272121636692,3.322195117742993,1474.9801470074135,1605,16.24955415451733,3.4905079459564794,"[100, 200]","[4, 4]",0.02859250853387221
684.3924017558616,98.86421947041036,12.924792909316693,12.866321726526836,9.719774591741489,2075.8310883629983,1319,66.77330070782033,4.0369834034896055,"[100, 200]","[4, 1]",0.0
1246.604286640278,93.11516054961585,10.973731053628262,14.055455681558998,4.919800397386001,1824.6509175906265,1846,72.59366151424423,8.947605041639127,"[100, 200]","[2, 1]",0.0
540.1929309105457,59.179726759857786,19.31377101597404,13.803326166191177,9.617370681298699,2802.996623346492,808,41.86174100571318,1.3932661030582172,"[100, 200]","[1, 3]",0.0
987.2555581780055,59.88107785364982,8.368795565009247,5.462152875307933,7.09341643952735,1471.8332422740214,580,16.391084559328025,8.676198455844986,"[100, 200]","[3, 4]",0.028205671606825154
1188.5881034086767,41.62953769626657,8.527963078103259,16.61463861988696,3.0042255287503172,2551.067031741469,1054,77.13738085522944,8.882086084139175,"[100, 200]","[3, 1]",0.0
1330.9387933227645,20.855079317987133,11.608169041966228,8.552850742278729,3.4574448388978993,2810.877308463938,623,17.210460107281083,9.332736576127942,"[100, 200]","[3, 1]",0.014283757071956178
1318.015350604345,93.21669202279435,6.11839417825774,16.52527048894634,6.012049385788542,1296.1184757457424,1445,5.437036707149417,8.041035500204355,"[100, 200]","[3, 1]",0.3219271622845539
1367.3512852814433,93.41869988733526,19.260280535508294,5.3180238428487705,5.964500006907769,1023.3803718800549,1604,50.24931213736639,6.796583378960985,"[100, 200]","[4, 2]",0.0
717.4246218386924,47.68690228841298,12.405075850366833,6.736084491569913,8.430791882049046,2917.077948737256,765,85.43644277154816,3.9730899331734166,"[100, 200]","[2, 2]",0.0
949.9722081284826,45.44416713189186,9.891615282995005,17.841940910574067,4.277614120001925,2064.803798831894,870,81.50689195974464,2.08458610775367,"[100, 200]","[3, 2]",0.0
1357.6992151506006,52.110834282797256,13.195661169513217,11.265579191037354,4.694989691279936,1337.8355408680034,1048,80.66401160312701,4.688893705105676,"[100, 200]","[2, 1]",0.0
1284.2519527005463,91.36608961931397,14.175464654714087,16.032044367167295,8.0998781732861,2141.6563583108737,563,53.95193253615827,2.4755036891989692,"[100, 200]","[4, 4]",0.0
700.5766233873944,40.547927997008486,7.866980679106208,11.532125760447416,4.40071245633183,2915.6348115690175,1068,45.16379519143426,3.7710513881654046,"[100, 200]","[2, 3]",0.0
1391.2115392048152,26.581792336627707,6.310823496496591,12.669330538216576,8.783038579463897,2965.5860660966946,1332,16.825578251190404,5.314087146503734,"[100, 200]","[4, 1]",0.026250258409334155
1395.8088836496736,76.61385734875074,17.39882566437783,17.861592992460057,4.49292582955869,1218.231483135555,1006,80.06234594509027,5.9292590289001845,"[100, 200]","[4, 4]",0.0
1099.4599902783846,48.227527185203954,5.28768213361831,9.96852980574534,5.423137304757194,2026.0737898048922,1034,72.8077482777272,8.06568297224972,"[100, 200]","[3, 2]",0.0
901.7253013171614,95.49192917606797,5.848914895892097,12.612085495051147,7.485843353420555,2805.109683495283,1408,76.97919671900218,7.722347034203217,"[100, 200]","[4, 2]",0.0
656.5319918417292,86.9490209823501,14.812010224718087,8.41883650783637,5.006642870409227,1091.2656482128214,1556,49.961633704692765,1.918171541568133,"[100, 200]","[2, 3]",0.0
969.974624082206,32.42800263180874,6.821536811546455,17.284813475676337,7.063861046287361,1252.5375441395606,1978,37.03917862485486,9.695503374139955,"[100, 200]","[3, 3]",0.0
915.1370068179946,68.94243115112067,13.798254429562002,12.328273384607169,8.632827258918022,1664.2854394221463,1323,38.7132907445902,8.76378953775874,"[100, 200]","[4, 3]",0.0
535.7262760479375,30.492049235034713,19.785384480397145,13.430583113893592,3.4046969987338187,1036.03333408851,868,27.635210930485954,7.926588025451484,"[100, 200]","[4, 2]",0.0
1189.5112832219647,32.883007064320125,8.16389523476002,7.489403149283687,9.149674233841365,1731.2748264971822,1280,51.8326185384461,6.868060495106683,"[100, 200]","[2, 4]",0.0
878.7226389670775,89.16008991680515,14.853751351495506,18.842290057785178,8.17411539545686,2808.4678692639995,1067,23.714746613325463,2.253099497499283,"[100, 200]","[1, 2]",0.0
1214.8149322375775,51.49494776845226,19.543605143748746,18.28127726515338,8.037973267796609,2121.7180741225993,1399,82.55210499257379,5.931297303413025,"[100, 200]","[2, 3]",0.0
617.8163977091452,89.8123230969179,16.37474967908053,13.564255330805985,8.988316482745205,1709.7874134230306,1806,72.1794148738743,4.828528983296229,"[100, 200]","[3, 2]",0.0
1478.6588416185523,22.72834892371285,5.086426280984599,5.72287865257362,4.166594966508258,1329.00241742274,1487,38.31849724871247,9.307695542634885,"[100, 200]","[1, 2]",0.0
845.6604441123791,57.58572314770474,8.205980794911515,5.095259523913777,9.402388088614622,2530.9877693575563,1384,79.85614616081331,4.1955059638193735,"[100, 200]","[3, 4]",0.0
1317.9376372836164,54.11612474185893,5.4969166699589875,16.519266370866397,9.329371529266783,1869.2151875096624,815,79.58351743424558,7.751439923535207,"[100, 200]","[3, 2]",0.0
741.47834757019,28.557142643590836,13.79835784074838,18.493142660562768,9.060598545522824,1537.7081607804307,930,36.60734661414905,4.119732671415356,"[100, 200]","[1, 2]",0.0
1422.2132061935563,78.59158952258403,7.302398725238168,8.386944810968908,7.680899431577373,2630.2488801581567,1798,21.973653194923045,6.36412321532401,"[100, 200]","[2, 1]",0.00042048113405707127
1338.0200410334232,67.5753482657884,18.36783429170919,11.834239764247304,9.3141716059516,1885.0338416887503,753,4.622619096302467,1.1478594930479282,"[100, 200]","[4, 2]",0.33763498030280525
955.2771652233511,42.824921797944036,7.076855692076839,15.210031753800543,4.395112197010398,2424.5683220742885,633,80.25537123715883,8.16298671033038,"[100, 200]","[4, 2]",0.0
1368.8012762348096,73.39232625379827,12.170466407845378,18.77273424600372,3.319351737283159,2482.3771740630687,856,9.67273195676749,7.490755571818606,"[100, 200]","[4, 4]",0.17101110716101955
1278.8093379144186,88.91419973531802,18.40260015725414,12.171329229520012,7.897342451298086,2292.217994788548,607,22.757258927854163,3.46180887718378,"[100, 200]","[2, 3]",0.0
